datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-08-30 01:30:00,Spain La Liga,Elche CF,Levante UD,Levante UD +0.25,High,0.25,1.925,0.4280342510084293,0.46153846153846156,0.5675675675675675,-0.25,league,1,team_a_xg: -0.448; team_b_xg: -0.096; rolling_corners_against_form_away: -0.046,team_b_xg: -0.470; team_a_xg: -0.126; odds_ft_2: -0.045,Disagree: Pinning hopes on Levante +0.25 is like trusting a leaky boat in a storm – Elche's home fortress will sink this bet faster than you
2025-08-30 02:45:00,Italy Serie A,Lecce,AC Milan,Lecce +0.75,High,0.75,1.925,0.13750000000000007,0.0,0.921875,0.75,league,1,team_a_xg: -0.423; odds_ft_1: -0.152; odds_ft_2: -0.123,team_b_xg: -0.533; odds_ft_2: 0.168; team_a_xg: -0.088,"Agree: Milan's injury mess leaves them wobbling like jelly on a plate, gifting Lecce's +0.75 handicap a sly shot at profiting from the flop."
2025-08-30 22:00:00,England Premier League,Manchester United,Burnley,Burnley +1.5,High,1.5,1.925,0.293359375,1.2,0.0,-1.5,league,1,team_a_xg: -0.526; odds_ft_2: 0.165; odds_ft_1: 0.132,team_b_xg: -0.444; odds_ft_2: -0.148; team_a_xg: -0.081,Unable to fetch insight—rely on EV!
2025-08-30 23:00:00,Spain La Liga,Deportivo Alavés,Atlético Madrid,Deportivo Alavés +0.75,High,0.75,1.925,0.13750000000000007,0.0,0.8051948051948052,0.75,league,1,team_a_xg: -0.393; odds_ft_1: -0.151; odds_ft_2: -0.117,team_b_xg: -0.589; odds_ft_2: 0.171; team_a_xg: -0.094,Unable to fetch insight—rely on EV!
2025-08-31 00:30:00,Italy Serie A,Bologna,Como,Bologna -0.25,High,-0.25,1.925,0.2050779952886086,1.0161290322580645,0.3333333333333333,-0.25,league,1,team_a_xg: -0.423; team_b_xg: -0.087; odds_ft_x: -0.048,team_b_xg: -0.453; team_a_xg: -0.130; odds_ft_2: -0.057,"Disagree: Bologna's attack lacks bite without key forwards, defense shaky—handicap screams Como-back upset for foolish punters."
2025-08-31 00:30:00,Italy Serie A,Parma,Atalanta,Parma +0.75,High,0.75,1.925,0.13750000000000007,0.0,0.7984393163939709,0.75,league,1,team_a_xg: -0.482; odds_ft_2: -0.136; odds_ft_1: -0.126,team_b_xg: -0.604; odds_ft_2: 0.181; team_a_xg: -0.089,"Agree: Parma's got that stubborn defense like a mule in mud, while Atalanta's attack wobbles worse than a drunk on ice skates, making this +"
2025-08-31 01:00:00,Spain La Liga,Real Oviedo,Real Sociedad,Real Oviedo +0.25,High,0.25,1.925,0.10227245676571012,0.46153846153846156,0.6956521739130435,0.25,league,1,team_a_xg: -0.445; odds_ft_1: -0.114; odds_ft_2: -0.076,team_b_xg: -0.524; odds_ft_2: 0.128; team_a_xg: -0.103,Disagree: Oviedo's limp squad betting is like a one-legged duck in a sprint; Sociedad's bite will chew them up effortlessly.
2025-08-31 02:45:00,Italy Serie A,Napoli,Cagliari,Cagliari +1.5,High,1.5,1.925,0.15887600358469578,1.7076923076923076,0.38095238095238093,-1.5,league,1,team_a_xg: -0.492; odds_ft_2: 0.184; odds_ft_1: 0.156,team_b_xg: -0.397; odds_ft_2: -0.151; team_a_xg: -0.096,Disagree: Cagliari +1.5 is like a sardine racing a shark; Napoli's champ bite will shred that handicap easily.
2025-08-31 02:45:00,Italy Serie A,Pisa,Roma,Pisa +0.75,High,0.75,1.925,0.13750000000000007,0.0,1.2946859903381642,0.75,league,1,team_a_xg: -0.418; odds_ft_1: -0.143; odds_ft_2: -0.131,team_b_xg: -0.507; odds_ft_2: 0.218; team_a_xg: -0.087,Unable to fetch insight—rely on EV!
2025-08-31 21:00:00,England Premier League,Nottingham Forest,West Ham United,West Ham United +0.75,High,0.75,1.925,0.1532140284172234,1.2659574468085109,0.6956521739130435,-0.75,league,1,team_a_xg: -0.449; odds_ft_1: 0.151; odds_ft_2: 0.125,team_b_xg: -0.432; team_a_xg: -0.104; odds_ft_2: -0.085,"Disagree: West Ham's leaky defense is a punter's nightmare; Forest's home bite will hammer them by more than 0.75, flattening this limp bet."
2025-09-01 02:00:00,England Premier League,Aston Villa,Crystal Palace,Crystal Palace +0.75,High,0.75,1.925,0.132793218548192,1.2659574468085109,0.6666666666666666,-0.75,league,1,team_a_xg: -0.441; odds_ft_1: 0.170; odds_ft_2: 0.138,team_b_xg: -0.445; team_a_xg: -0.098; odds_ft_2: -0.090,Unable to fetch insight—rely on EV!
2025-09-01 02:45:00,Italy Serie A,Lazio,Hellas Verona,Hellas Verona +1.25,High,1.25,1.925,0.4195604159729608,1.2,0.5675675675675675,-1.25,league,1,team_a_xg: -0.481; odds_ft_2: 0.175; odds_ft_1: 0.111,team_b_xg: -0.391; odds_ft_2: -0.147; team_a_xg: -0.093,Unable to fetch insight—rely on EV!
2025-09-01 02:45:00,Italy Serie A,Inter Milan,Udinese,Udinese +1.5,High,1.5,1.925,0.293359375,1.7076923076923076,0.0,-1.5,league,1,team_a_xg: -0.459; odds_ft_2: 0.200; odds_ft_1: 0.146,team_b_xg: -0.399; odds_ft_2: -0.146; team_a_xg: -0.092,"Disagree: Udinese +1.5 is like betting on a leaky raft in a hurricane – Inter's attack will capsize them by two goals, leaving punters all w"
