datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-09-12 18:00:00,Japan J1 League,Machida Zelvia,Yokohama,Yokohama +1.0,High,1.0,1.925,0.19218750000000007,0.9107142857142857,0.0,-1.0,league,3,team_a_xg: -0.613; odds_ft_1: 0.190; team_b_xg: 0.109,team_b_xg: -0.627; odds_ft_2: -0.082; market_prob_btts_yes: -0.040,
2025-09-13 02:30:00,Germany Bundesliga,Bayer Leverkusen,Eintracht Frankfurt,Eintracht Frankfurt +0.25,High,0.25,1.925,0.14858909001656656,1.173787442784775,1.16,-0.25,league,1,team_a_xg: -0.635; team_b_xg: 0.080; odds_ft_1: 0.068,team_b_xg: -0.677; market_prob_btts_yes: 0.081; odds_ft_2: 0.074,"Agree: With Leverkusen flopping harder than a bad comedy routine and Frankfurt ready to pounce like a cat on a laser pointer, this +0.25 handicap smells like easy money at those..."
2025-09-13 02:45:00,France Ligue 1,Olympique Marseille,Lorient,Lorient +1.5,High,1.5,1.925,0.35286925279493075,1.5555555555555556,0.5849056603773585,-1.5,league,1,team_a_xg: -0.603; odds_ft_1: 0.199; odds_ft_2: 0.082,team_b_xg: -0.668; odds_ft_2: -0.137; odds_ft_1: -0.041,"Agree: Lorient's underdog grit might just keep this Ligue 1 snoozefest from turning into a Marseille massacre, especially with both squads limping like they've got bets against ..."
2025-09-13 17:00:00,Japan J1 League,Avispa Fukuoka,Cerezo Osaka,Avispa Fukuoka +0.25,High,0.25,1.925,0.34431387055610646,0.36017163719938733,0.3333333333333333,0.25,league,3,team_a_xg: -0.623; odds_ft_1: -0.143; team_b_xg: 0.040,team_b_xg: -0.652; odds_ft_2: 0.107; market_prob_u25: -0.023,
2025-09-13 18:00:00,Japan J1 League,Albirex Niigata,Shimizu S-Pulse,Shimizu S-Pulse -0.0,High,-0.0,1.925,0.1775796340518475,0.3333333333333333,0.5833333333333334,0.0,league,3,team_a_xg: -0.620; odds_ft_1: -0.120; team_b_xg: 0.052,team_b_xg: -0.688; odds_ft_2: 0.109; team_a_xg: 0.028,
2025-09-13 18:00:00,Japan J1 League,Gamba Osaka,Urawa Reds,Urawa Reds +0.25,High,0.25,1.925,0.15617236760349698,0.5,0.3333333333333333,-0.25,league,3,team_a_xg: -0.610; team_b_xg: 0.114; odds_ft_1: 0.063,team_b_xg: -0.677; rolling_xg_for_form_home: -0.030; team_a_xg: -0.019,
2025-09-13 18:00:00,Japan J1 League,Kashima Antlers,Shonan Bellmare,Shonan Bellmare +0.75,High,0.75,1.925,0.14875453324285154,0.9107142857142857,0.2857142857142857,-0.75,league,3,team_a_xg: -0.587; odds_ft_1: 0.192; team_b_xg: 0.089,team_b_xg: -0.640; odds_ft_2: -0.087; odds_ft_1: -0.038,
2025-09-13 18:00:00,Japan J1 League,Yokohama F. Marinos,Kawasaki Frontale,Yokohama F. Marinos +0.25,High,0.25,1.925,0.11567332735926661,0.5,0.6915702455334746,0.25,league,3,team_a_xg: -0.578; odds_ft_1: -0.166; rolling_goals_conceded_form_away: 0.060,team_b_xg: -0.696; odds_ft_2: 0.126; rolling_xg_for_form_home: 0.066,
2025-09-13 19:30:00,England Premier League,Arsenal,Nottingham Forest,Nottingham Forest +1.25,High,1.25,1.925,0.05597253504862998,1.6925795053003534,0.4583333333333333,-1.25,league,1,team_a_xg: -0.665; odds_ft_1: 0.230; odds_ft_2: 0.089,team_b_xg: -0.654; odds_ft_2: -0.133; odds_ft_1: -0.047,"Agree: With Arsenal's squad looking like a hospital ward escapees, Forest's +1.25 handicap is a cheeky bet that might just stump the Gunners' attack and leave them barking up th..."
2025-09-13 21:30:00,Germany Bundesliga,Freiburg,Stuttgart,Freiburg +0.25,High,0.25,1.925,0.1729340250304256,0.9130434782608696,0.9,0.25,league,1,team_a_xg: -0.660; odds_ft_1: -0.158; market_prob_u25: 0.047,team_b_xg: -0.698; odds_ft_2: 0.110; market_prob_btts_yes: 0.061,Disagree: Betting on Freiburg's limp handicap is like backing a lame horse in a derby—Stuttgart's sharper form and motivation will trample this so-called value into betting dust.
