datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-09-12 18:00:00,Japan J1 League,Machida Zelvia,Yokohama,Yokohama +1.0,High,1.0,1.925,0.19218750000000007,1.0,0.0,-1.0,league,3,team_a_xg: -0.555; odds_ft_1: 0.252; odds_ft_2: 0.077,team_b_xg: -0.587; odds_ft_2: -0.089; team_a_xg: -0.087,Unable to fetch insight—rely on EV!
2025-09-13 02:30:00,Germany Bundesliga,Bayer Leverkusen,Eintracht Frankfurt,Eintracht Frankfurt +0.25,High,0.25,1.925,0.12722954703714556,1.0547263681592038,0.9934210526315791,-0.25,league,1,team_a_xg: -0.642; market_prob_u25: 0.067; team_b_xg: -0.047,team_b_xg: -0.643; odds_ft_2: 0.096; market_prob_btts_yes: 0.088,"Agree: Frankfurt's flying high while Leverkusen's stumbling like a drunk on ice skates, making that +0.25 handicap a sneaky smart bet before the odds crash and burn."
2025-09-13 02:45:00,France Ligue 1,Olympique Marseille,Lorient,Lorient +1.5,High,1.5,1.925,0.15166664149085518,1.7232704402515724,0.4,-1.5,league,1,team_a_xg: -0.567; odds_ft_1: 0.273; odds_ft_2: 0.102,team_b_xg: -0.633; odds_ft_2: -0.138; team_a_xg: -0.086,"Disagree: Lorient's defense is leakier than a colander in a tsunami, and Marseille's fired-up squad will likely steamroll them by two or more, turning this +1.5 bet into a soggy..."
2025-09-13 17:00:00,Japan J1 League,Avispa Fukuoka,Cerezo Osaka,Avispa Fukuoka +0.25,High,0.25,1.925,0.43442696167289063,0.7666666666666667,0.46153846153846156,0.25,league,3,team_a_xg: -0.629; odds_ft_1: -0.141; team_b_xg: -0.057,team_b_xg: -0.621; odds_ft_2: 0.120; team_a_xg: -0.068,Unable to fetch insight—rely on EV!
2025-09-13 18:00:00,Japan J1 League,Kashima Antlers,Shonan Bellmare,Shonan Bellmare +0.75,High,0.75,1.925,0.175308357271385,1.0,0.45454545454545453,-0.75,league,3,team_a_xg: -0.565; odds_ft_1: 0.287; odds_ft_2: 0.082,team_b_xg: -0.604; odds_ft_2: -0.098; team_a_xg: -0.085,"Disagree: Backing Shonan +0.75 is like betting on a bell that's already cracked – their injury list rings alarm bells, while Kashima's antlers are sharpened for a home gore-fest."
2025-09-13 18:00:00,Japan J1 League,Gamba Osaka,Urawa Reds,Urawa Reds +0.25,High,0.25,1.925,0.15026906224539732,0.6098703825679191,0.46153846153846156,-0.25,league,3,team_a_xg: -0.596; team_b_xg: -0.043; odds_ft_1: 0.043,team_b_xg: -0.633; team_a_xg: -0.081; rolling_fouls_for_form_away: -0.058,Disagree: Betting on Urawa Reds with a handicap is like handing cash to a leaky boat— their injury woes will sink any edge against a pumped Gamba side at home.
2025-09-13 19:30:00,England Premier League,Arsenal,Nottingham Forest,Nottingham Forest +1.25,High,1.25,1.925,0.11797776801655391,1.539473684210526,0.4,-1.25,league,1,team_a_xg: -0.597; odds_ft_1: 0.299; odds_ft_2: 0.109,team_b_xg: -0.627; odds_ft_2: -0.133; team_a_xg: -0.091,"Agree: Arsenal's injury list is longer than a bad breakup story, so Forest's +1.25 handicap feels like betting on a tree that won't fall too hard in this mismatched woodland ski..."
2025-09-13 22:00:00,England Premier League,Newcastle United,Wolverhampton Wanderers,Wolverhampton Wanderers +1.25,High,1.25,1.925,0.24277343750000002,1.7232704402515724,0.0,-1.25,league,1,team_a_xg: -0.560; odds_ft_1: 0.307; odds_ft_2: 0.108,team_b_xg: -0.620; odds_ft_2: -0.129; team_a_xg: -0.096,"Agree: Wolves +1.25 looks like a howl of a deal with Newcastle's injury parade turning their fortress into a house of cards, ready to fold under pressure."
2025-09-13 22:15:00,Spain La Liga,Real Sociedad,Real Madrid,Real Sociedad +1.0,High,1.0,1.925,0.19218750000000007,0.0,0.9934210526315791,1.0,league,1,team_a_xg: -0.639; odds_ft_1: -0.251; odds_ft_2: -0.085,team_b_xg: -0.711; odds_ft_2: 0.183; odds_ft_1: 0.068,Agree: Betting on Real Sociedad +1.0 is like handing Madrid a participation trophy; their injury-riddled squad and rest-happy manager scream 'narrow win or snooze-fest draw' at ...
2025-09-14 00:30:00,England Premier League,West Ham United,Tottenham Hotspur,West Ham United +0.5,High,0.5,1.925,0.22022085271311248,0.3333333333333333,0.7363636363636363,0.5,league,1,team_a_xg: -0.634; odds_ft_1: -0.230; odds_ft_2: -0.074,team_b_xg: -0.652; odds_ft_2: 0.176; team_a_xg: -0.049,"Agree: Tottenham's walking wounded squad looks like it's auditioning for a hospital drama, giving West Ham a golden shot at snatching at least a draw in this limp London showdown."
