datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-08-30 00:30:00,Italy Serie A,Cremonese,Sassuolo,Cremonese -0.25,High,-0.25,1.925,0.10557831213339341,0.9195402298850575,0.375,-0.25,league,1,team_a_xg: -0.502; odds_ft_1: -0.100; team_b_xg: -0.047,team_b_xg: -0.559; team_a_xg: -0.201; rolling_xg_for_form_home: 0.054,Unable to fetch insight—rely on EV!
2025-08-30 01:30:00,Spain La Liga,Elche CF,Levante UD,Elche CF -0.25,High,-0.25,1.925,0.10557831213339354,0.9195402298850575,0.375,-0.25,league,1,team_a_xg: -0.410; odds_ft_1: -0.088; team_b_xg: -0.054,team_b_xg: -0.550; team_a_xg: -0.185; pre_match_home_elo: 0.091,Unable to fetch insight—rely on EV!
2025-08-30 02:45:00,Italy Serie A,Lecce,AC Milan,Lecce +0.75,High,0.75,1.925,0.11829419760728146,0.2,0.9130434782608695,0.75,league,1,team_a_xg: -0.433; odds_ft_1: -0.214; odds_ft_2: -0.088,team_b_xg: -0.647; odds_ft_2: 0.162; team_a_xg: -0.140,"Agree: Lecce's +0.75 handicap is a sly bet against Milan's injury-hit squad, where home motivation might just stub the toes of these stumbli"
2025-08-30 19:30:00,England Premier League,Chelsea,Fulham,Fulham +1.0,High,1.0,1.925,0.19218750000000007,1.7782426778242677,0.0,-1.0,league,1,team_a_xg: -0.470; odds_ft_1: 0.289; odds_ft_2: 0.122,team_b_xg: -0.549; team_a_xg: -0.182; odds_ft_2: -0.130,Unable to fetch insight—rely on EV!
2025-08-30 22:00:00,England Premier League,Manchester United,Burnley,Burnley +1.5,High,1.5,1.925,0.293359375,1.180327868852459,0.0,-1.5,league,1,team_a_xg: -0.507; odds_ft_1: 0.265; odds_ft_2: 0.110,team_b_xg: -0.517; odds_ft_2: -0.175; team_a_xg: -0.168,Unable to fetch insight—rely on EV!
2025-08-30 23:00:00,Spain La Liga,Deportivo Alavés,Atlético Madrid,Deportivo Alavés +0.75,High,0.75,1.925,0.2594781859096067,0.46511627906976744,0.948051948051948,0.75,league,1,team_a_xg: -0.349; odds_ft_1: -0.192; odds_ft_2: -0.075,team_b_xg: -0.665; odds_ft_2: 0.219; elo_diff: 0.145,Unable to fetch insight—rely on EV!
2025-08-31 00:30:00,Italy Serie A,Bologna,Como,Como +0.25,High,0.25,1.925,0.272682620288872,0.46511627906976744,0.375,-0.25,league,1,team_a_xg: -0.518; odds_ft_1: -0.085; team_b_xg: -0.054,team_b_xg: -0.530; team_a_xg: -0.197; rolling_corners_against_form_home: -0.051,Unable to fetch insight—rely on EV!
2025-08-31 00:30:00,Italy Serie A,Parma,Atalanta,Parma +0.75,High,0.75,1.925,0.2594781859096067,0.46511627906976744,0.948051948051948,0.75,league,1,team_a_xg: -0.434; odds_ft_1: -0.202; odds_ft_2: -0.076,team_b_xg: -0.678; odds_ft_2: 0.220; team_a_xg: -0.142,Disagree: Backing Parma +0.75 is like wagering on a leaky boat in a storm – Atalanta's sharp attack will sink them faster than you can say '
2025-08-31 00:30:00,England Premier League,Leeds United,Newcastle United,Newcastle United -0.25,High,-0.25,1.925,0.14004991980802922,0.5789473684210527,1.176,0.25,league,1,team_a_xg: -0.421; odds_ft_1: -0.170; odds_ft_2: -0.064,team_b_xg: -0.643; odds_ft_2: 0.145; team_a_xg: -0.130,Disagree: Betting on a battered Newcastle squad is like expecting a one-legged duck to win a sprint— their injury-riddled mess turns this 's
2025-08-31 01:00:00,Spain La Liga,Real Oviedo,Real Sociedad,Real Oviedo +0.25,High,0.25,1.925,0.4545456005334709,0.9195402298850575,0.5764705882352941,0.25,league,1,team_a_xg: -0.423; odds_ft_1: -0.150; odds_ft_2: -0.051,team_b_xg: -0.602; team_a_xg: -0.180; odds_ft_2: 0.117,Disagree: Oviedo's fresh 3-0 drubbing by Madrid and their squad crumbling like cheap cookies under injury strain scream 'avoid' – Sociedad's
